gs.name,g.name
all_NOD-like-receptor_signaling,PYCARD
all_NOD-like-receptor_signaling,CASP5
all_NOD-like-receptor_signaling,HSP90AA1
all_NOD-like-receptor_signaling,NFKBIA
all_NOD-like-receptor_signaling,HSP90AB1
all_NOD-like-receptor_signaling,TAB3
all_NOD-like-receptor_signaling,CXCL1
all_NOD-like-receptor_signaling,CCL13
all_NOD-like-receptor_signaling,CARD18
all_NOD-like-receptor_signaling,BIRC3
all_NOD-like-receptor_signaling,PYDC1
all_NOD-like-receptor_signaling,CCL11
all_NOD-like-receptor_signaling,NFKBIB
all_NOD-like-receptor_signaling,NAIP
all_NOD-like-receptor_signaling,SUGT1
all_NOD-like-receptor_signaling,CXCL2
all_NOD-like-receptor_signaling,RELA
all_NOD-like-receptor_signaling,CARD9
all_NOD-like-receptor_signaling,NOD1
all_NOD-like-receptor_signaling,TAB1
all_NOD-like-receptor_signaling,IL6
all_NOD-like-receptor_signaling,IL1B
all_NOD-like-receptor_signaling,TRAF6
all_NOD-like-receptor_signaling,MAPK8
all_NOD-like-receptor_signaling,CARD8
all_NOD-like-receptor_signaling,IL18
all_NOD-like-receptor_signaling,MAPK3
all_NOD-like-receptor_signaling,HSP90B1
all_NOD-like-receptor_signaling,MAPK13
all_NOD-like-receptor_signaling,IKBKB
all_NOD-like-receptor_signaling,MAPK11
all_NOD-like-receptor_signaling,TRIP6
all_NOD-like-receptor_signaling,CCL2
all_NOD-like-receptor_signaling,CASP1
all_NOD-like-receptor_signaling,MAPK14
all_NOD-like-receptor_signaling,BIRC2
all_NOD-like-receptor_signaling,RIPK2
all_NOD-like-receptor_signaling,CHUK
all_NOD-like-receptor_signaling,PSTPIP1
all_NOD-like-receptor_signaling,CCL8
all_NOD-like-receptor_signaling,NFKB1
all_NOD-like-receptor_signaling,CCL7
all_NOD-like-receptor_signaling,XIAP
all_NOD-like-receptor_signaling,TNF
all_xenobiotics_metabolism,ALDH3A1
all_xenobiotics_metabolism,UGT1A8
all_xenobiotics_metabolism,AKR1B1
all_xenobiotics_metabolism,CYP51A1
all_xenobiotics_metabolism,AKR1C4
all_xenobiotics_metabolism,SULT1A2
all_xenobiotics_metabolism,CYP2E1
all_xenobiotics_metabolism,MAOB
all_xenobiotics_metabolism,SULT1A1
all_xenobiotics_metabolism,AADAC
all_xenobiotics_metabolism,ADH7
all_xenobiotics_metabolism,AKR1A1
all_xenobiotics_metabolism,ALDH1B1
all_xenobiotics_metabolism,CBR1
all_xenobiotics_metabolism,AOX1
all_xenobiotics_metabolism,ADH1B
all_xenobiotics_metabolism,AKR7A2
all_xenobiotics_metabolism,ALDH2
all_xenobiotics_metabolism,CES2
all_xenobiotics_metabolism,ALDH3B1
all_xenobiotics_metabolism,PAPSS2
all_xenobiotics_metabolism,UGT1A10
all_xenobiotics_metabolism,MAOA
all_xenobiotics_metabolism,ADH1C
all_xenobiotics_metabolism,ALDH1A1
all_xenobiotics_metabolism,SULT1A3
all_xenobiotics_metabolism,ALDH3B2
all_xenobiotics_metabolism,PAPSS1
all_xenobiotics_metabolism,ADH1A
all_xenobiotics_metabolism,ZADH2
all_mitophagy_regulation_positive,VPS13D
all_mitophagy_regulation_positive,SMURF1
all_mitophagy_regulation_positive,TOMM7
all_mitophagy_regulation_positive,HDAC6
all_mitophagy_regulation_positive,PINK1
all_mitophagy_regulation_positive,VPS13C
all_mitophagy_regulation_positive,MFN2
all_mitophagy_regulation_positive,PRKN
all_mitophagy_regulation_positive,OPTN
all_mitophagy_regulation_positive,HUWE1
all_mitophagy_regulation_positive,CDC37
T_tcr-activation,ALCAM
T_tcr-activation,JAG1
T_tcr-activation,LTA
T_tcr-activation,CCL3
T_tcr-activation,CCL4
T_tcr-activation,FOSL1
T_tcr-activation,PIM3
T_tcr-activation,TNFRSF4
T_tcr-activation,TGFB1
T_tcr-activation,FURIN
T_tcr-activation,SULT2B1
T_tcr-activation,IL17A
T_tcr-activation,CD160
T_tcr-activation,GADD45G
T_tcr-activation,IL3
T_tcr-activation,CCL1
T_tcr-activation,CCR8
T_tcr-activation,TNFSF14
T_tcr-activation,ATF3
T_tcr-activation,IL17F
T_tcr-activation,LCK
T_tcr-activation,CD8B
T_tcr-activation,NFATC2
T_tcr-activation,NFATC1
T_tcr-activation,CISH
T_tcr-activation,PTGER2
T_tcr-activation,TNFSF11
T_tcr-activation,TNFRSF21
T_tcr-activation,SYP
T_tcr-activation,SLC7A1
T_tcr-activation,NKG7
T_tcr-activation,CRABP2
T_tcr-activation,SEMA7A
T_tcr-activation,IER3
T_tcr-activation,SLC16A1
T_tcr-activation,IL13
T_tcr-activation,RGS16
T_tcr-activation,NEK6
T_tcr-activation,CSF2
T_tcr-activation,IL4
T_tcr-activation,TNFSF8
T_tcr-activation,ZBTB32
T_tcr-activation,FOSL2
T_tcr-activation,HAVCR2
T_tcr-activation,GFI1
T_tcr-activation,IL10
T_tcr-activation,FOSB
T_tcr-activation,IFNG
T_tcr-activation,EGR1
T_tcr-activation,TNFRSF9
T_tcr-activation,IL21
T_tcr-activation,UTF1
T_tcr-activation,MFSD2A
T_tcr-activation,IL24
T_tcr-activation,IL15RA
T_tcr-activation,NR4A3
T_tcr-activation,MIR193A
T_tcr-activation,CD40LG
T_tcr-activation,RELA
T_tcr-activation,BCAT1
T_tcr-activation,XCL1
T_tcr-activation,STAT5A
T_tcr-activation,ALPL
T_tcr-activation,IL5
T_tcr-activation,MAFF
T_tcr-activation,IL2
all_apoptosis,IGF2R
all_apoptosis,DNAJC3
all_apoptosis,IL6
all_apoptosis,IRF1
all_apoptosis,BTG2
all_apoptosis,CFLAR
all_apoptosis,PAK1
all_apoptosis,APP
all_apoptosis,BGN
all_apoptosis,RETSAT
all_apoptosis,TNFRSF12A
all_apoptosis,ENO2
all_apoptosis,ISG20
all_apoptosis,CREBBP
all_apoptosis,TGFBR3
all_apoptosis,HGF
all_apoptosis,GPX1
all_apoptosis,DAP
all_apoptosis,PTK2
all_apoptosis,CASP7
all_apoptosis,BNIP3L
all_apoptosis,PMAIP1
all_apoptosis,AC022506.1
all_apoptosis,PSEN1
all_apoptosis,GCH1
all_apoptosis,IGFBP6
all_apoptosis,LEF1
all_apoptosis,PPT1
all_apoptosis,MCL1
all_apoptosis,RNASEL
all_apoptosis,RHOB
all_apoptosis,IFNB1
all_apoptosis,ROCK1
all_apoptosis,ADD1
all_apoptosis,DIABLO
all_apoptosis,SATB1
all_apoptosis,IL1B
all_apoptosis,HMOX1
all_apoptosis,GADD45B
all_apoptosis,CDC25B
all_apoptosis,ANKH
all_apoptosis,EGR3
all_apoptosis,CASP2
all_apoptosis,BRCA1
all_apoptosis,H1-0
all_apoptosis,TNF
all_apoptosis,PLAT
all_apoptosis,PDCD4
all_apoptosis,TIMP1
all_apoptosis,MMP2
all_apoptosis,PSEN2
all_apoptosis,BMP2
all_apoptosis,TGFB2
all_apoptosis,CASP3
all_apoptosis,RARA
all_apoptosis,KRT18
all_apoptosis,MADD
all_apoptosis,SOD2
all_apoptosis,IL18
all_apoptosis,PPP3R1
all_apoptosis,GADD45A
all_apoptosis,PDGFRB
all_apoptosis,CYLD
all_apoptosis,GPX4
all_apoptosis,TOP2A
all_apoptosis,CTNNB1
all_apoptosis,BAX
all_apoptosis,FEZ1
all_apoptosis,DAP3
all_apoptosis,HMGB2
all_apoptosis,LMNA
all_apoptosis,SMAD7
all_apoptosis,BTG3
all_apoptosis,F2
all_apoptosis,CDK2
all_apoptosis,SLC20A1
all_apoptosis,DDIT3
all_apoptosis,CASP1
all_apoptosis,TXNIP
all_apoptosis,GSTM1
all_apoptosis,DFFA
all_apoptosis,CDKN1B
all_apoptosis,CCNA1
all_apoptosis,CD38
all_apoptosis,ANXA1
all_apoptosis,XIAP
all_apoptosis,DPYD
all_apoptosis,RHOT2
all_apoptosis,TAP1
all_apoptosis,BIRC3
all_apoptosis,IFITM3
all_apoptosis,PLPPR4
all_apoptosis,SAT1
all_apoptosis,RELA
all_apoptosis,ETF1
all_apoptosis,BCL10
all_apoptosis,BMF
all_apoptosis,PRF1
all_apoptosis,GNA15
all_apoptosis,CD14
all_apoptosis,PPP2R5B
all_apoptosis,GPX3
all_apoptosis,NEDD9
all_apoptosis,CD2
all_apoptosis,CASP8
all_apoptosis,FAS
all_apoptosis,DNM1L
all_apoptosis,LGALS3
all_apoptosis,TIMP3
all_apoptosis,FASLG
all_apoptosis,IER3
all_apoptosis,CASP4
all_apoptosis,EREG
all_apoptosis,EMP1
all_apoptosis,CASP6
all_apoptosis,TNFSF10
all_apoptosis,CCND1
all_apoptosis,CDKN1A
all_apoptosis,BCL2L11
all_apoptosis,F2R
all_apoptosis,MGMT
all_apoptosis,AVPR1A
all_apoptosis,ERBB3
all_apoptosis,CLU
all_apoptosis,GSN
all_apoptosis,NEFH
all_apoptosis,BCL2L10
all_apoptosis,TSPO
all_apoptosis,IFNGR1
all_apoptosis,CASP9
all_apoptosis,SPTAN1
all_apoptosis,BCL2L2-PABPN1
all_apoptosis,CD44
all_apoptosis,SOD1
all_apoptosis,PEA15
all_apoptosis,EBP
all_apoptosis,GUCY2D
all_apoptosis,IL1A
all_apoptosis,JUN
all_apoptosis,LUM
all_apoptosis,SQSTM1
all_apoptosis,GSR
all_apoptosis,VDAC2
all_apoptosis,CAV1
all_apoptosis,TIMP2
all_apoptosis,DNAJA1
all_apoptosis,WEE1
all_apoptosis,BCL2L1
all_apoptosis,BIK
all_apoptosis,SC5D
all_apoptosis,CTH
all_apoptosis,BID
all_apoptosis,BCL2L2
all_apoptosis,FDXR
all_apoptosis,CCND2
all_apoptosis,ATF3
all_apoptosis,ERBB2
all_apoptosis,HSPB1
all_apoptosis,PLCB2
all_apoptosis,BCAP31
all_apoptosis,CD69
all_apoptosis,AIFM3
all_apoptosis,DCN
all_TCA-cycle,MDH2
all_TCA-cycle,MDH1
all_TCA-cycle,IDH3G
all_TCA-cycle,IDH1
all_TCA-cycle,ACO1
all_TCA-cycle,IDH3A
all_TCA-cycle,CS
all_TCA-cycle,SDHA
all_TCA-cycle,PDP1
all_TCA-cycle,ACO2
all_TCA-cycle,SDHB
all_TCA-cycle,PDHB
all_TCA-cycle,FH
all_TCA-cycle,OGDH
all_TCA-cycle,PDHX
all_TCA-cycle,IDH2
all_TCA-cycle,SUCLA2
all_TCA-cycle,PDHA2
all_TCA-cycle,SDHC
all_TCA-cycle,PDHA1
all_TCA-cycle,IDH3B
all_transmembrane-transport-lysosome,ATP6V0C
all_transmembrane-transport-lysosome,ATP6V1C1
all_transmembrane-transport-lysosome,ATP6V1C2
all_transmembrane-transport-lysosome,ATP6V1F
all_transmembrane-transport-lysosome,ATP6V1B2
all_transmembrane-transport-lysosome,ATP6V1G2
all_transmembrane-transport-lysosome,ATP6V0B
all_transmembrane-transport-lysosome,ATP6V0A2
all_transmembrane-transport-lysosome,ATP6V0D1
all_transmembrane-transport-lysosome,ATP6V1B1
all_transmembrane-transport-lysosome,ATP6V1E1
all_transmembrane-transport-lysosome,ATP6V0A4
all_transmembrane-transport-lysosome,ATP6V0A1
all_transmembrane-transport-lysosome,ATP6V1A
all_transmembrane-transport-lysosome,ATP6V1H
all_transmembrane-transport-lysosome,SLC36A1
all_transmembrane-transport-lysosome,ATP6V1E2
all_transmembrane-transport-lysosome,SLC29A3
all_transmembrane-transport-lysosome,ATP6V0D2
all_transmembrane-transport-lysosome,TCIRG1
all_transmembrane-transport-lysosome,ATP6V1D
all_transmembrane-transport-lysosome,SLC17A5
all_transmembrane-transport-lysosome,ATP6V1G1
all_transmembrane-transport-lysosome,ATP6V1G3
CD4-T_TH22_UP,PDGFRA
CD4-T_TH22_UP,TNF
CD4-T_TH22_UP,CCR10
CD4-T_TH22_UP,IL22
CD4-T_TH22_UP,PDGFRB
CD4-T_TH22_UP,IL13
CD4-T_TH22_UP,GZMB
all_bile-acid_synthesis,SLC27A2
all_bile-acid_synthesis,CYP46A1
all_bile-acid_synthesis,SLC10A1
all_bile-acid_synthesis,HSD3B7
all_bile-acid_synthesis,SLC10A2
all_bile-acid_synthesis,BAAT
all_bile-acid_synthesis,AMACR
all_bile-acid_synthesis,SLCO1B3
all_bile-acid_synthesis,SLCO4A1
all_bile-acid_synthesis,SLCO1A2
all_bile-acid_synthesis,AKR1D1
all_bile-acid_synthesis,CYP27A1
all_bile-acid_synthesis,SLCO2B1
all_bile-acid_synthesis,CYP39A1
all_bile-acid_synthesis,ABCB11
all_bile-acid_synthesis,CYP7A1
all_bile-acid_synthesis,SLCO1B1
all_bile-acid_synthesis,ABCC3
all_bile-acid_synthesis,CH25H
all_bile-acid_synthesis,ACOX2
all_bile-acid_synthesis,SCP2
all_bile-acid_synthesis,HSD17B4
all_peroxisome-component,ABCD1
all_peroxisome-component,CRABP1
all_peroxisome-component,SLC25A4
all_peroxisome-component,ABCB9
all_peroxisome-component,UGT2B17
all_peroxisome-component,PEX6
all_peroxisome-component,ECH1
all_peroxisome-component,CRABP2
all_peroxisome-component,HSD17B11
all_peroxisome-component,ABCB1
all_peroxisome-component,DHRS3
all_peroxisome-component,ECI2
all_peroxisome-component,ATXN1
all_peroxisome-component,SIAH1
all_peroxisome-component,MLYCD
all_peroxisome-component,ITGB1BP1
all_peroxisome-component,ABCC8
all_peroxisome-component,CAT
all_peroxisome-component,CADM1
all_peroxisome-component,VPS4B
all_peroxisome-component,SOD2
all_peroxisome-component,IDI1
all_peroxisome-component,ESR2
all_peroxisome-component,CLN8
all_peroxisome-component,SLC25A19
all_peroxisome-component,PEX5
all_peroxisome-component,IDH2
all_peroxisome-component,EPHX2
all_peroxisome-component,MSH2
all_peroxisome-component,YWHAH
all_peroxisome-component,SMARCC1
all_peroxisome-component,CDK7
all_peroxisome-component,RXRG
all_peroxisome-component,NUDT19
all_peroxisome-component,PEX11A
all_peroxisome-component,SERPINA6
all_peroxisome-component,SLC35B2
all_peroxisome-component,PRDX5
all_peroxisome-component,HRAS
all_peroxisome-component,CLN6
all_peroxisome-component,ABCD3
all_peroxisome-component,TTR
all_peroxisome-component,CTPS1
all_peroxisome-component,EHHADH
all_peroxisome-component,ACSL5
all_peroxisome-component,HSD3B7
all_peroxisome-component,ACAA1
all_peroxisome-component,PEX11B
all_peroxisome-component,ABCD2
all_peroxisome-component,TOP2A
all_peroxisome-component,HMGCL
all_peroxisome-component,HSD11B2
all_peroxisome-component,SLC23A2
all_peroxisome-component,FADS1
all_peroxisome-component,SEMA3C
all_peroxisome-component,DLG4
all_peroxisome-component,ACOT8
all_peroxisome-component,ELOVL5
all_peroxisome-component,FABP6
all_peroxisome-component,HAO2
all_peroxisome-component,PEX14
all_peroxisome-component,ALDH1A1
all_peroxisome-component,PRDX1
all_peroxisome-component,SLC27A2
all_peroxisome-component,ACSL1
all_peroxisome-component,BCL10
all_peroxisome-component,LONP2
all_peroxisome-component,SLC25A17
all_peroxisome-component,DHCR24
all_peroxisome-component,ABCC5
all_peroxisome-component,HSD17B4
all_peroxisome-component,ISOC1
all_peroxisome-component,IDH1
all_peroxisome-component,SOD1
all_peroxisome-component,GNPAT
all_peroxisome-component,CRAT
all_peroxisome-component,NR1I2
all_peroxisome-component,PEX13
all_peroxisome-component,RETSAT
all_peroxisome-component,SCGB1A1
all_peroxisome-component,CEL
all_peroxisome-component,ACSL4
all_peroxisome-component,DIO1
all_peroxisome-component,ERCC3
all_peroxisome-component,PABPC1
all_peroxisome-component,IDE
all_peroxisome-component,ABCB4
all_peroxisome-component,CTBP1
all_peroxisome-component,MVP
all_peroxisome-component,TSPO
all_peroxisome-component,STS
all_peroxisome-component,FIS1
all_peroxisome-component,FDPS
all_peroxisome-component,SCP2
all_peroxisome-component,ALB
all_peroxisome-component,CNBP
all_peroxisome-component,ALDH9A1
all_peroxisome-component,CACNA1B
all_peroxisome-component,ERCC1
all_peroxisome-component,PEX2
all_peroxisome-component,ACOX1
all_peroxisome-component,RDH11
all_peroxisome-component,SULT2B1
all_peroxisome-component,GSTK1
all_pyruvate_metabolism,AGXT2
all_pyruvate_metabolism,GPT
all_pyruvate_metabolism,AGXT
all_pyruvate_metabolism,HAO1
all_pyruvate_metabolism,GPT2
all_pyruvate_metabolism,SDS
all_pyruvate_metabolism,HAO2
all_pyruvate_metabolism,ETNPPL
all_pyruvate_metabolism,GRHPR
all_ros_response,LAMTOR5
all_ros_response,SRXN1
all_ros_response,NDUFS2
all_ros_response,SELENOS
all_ros_response,GPX3
all_ros_response,GLRX
all_ros_response,FES
all_ros_response,GCLC
all_ros_response,ERCC2
all_ros_response,SBNO2
all_ros_response,NDUFB4
all_ros_response,IPCEF1
all_ros_response,PDLIM1
all_ros_response,PTPA
all_ros_response,GPX4
all_ros_response,MSRA
all_ros_response,GSR
all_ros_response,PRDX2
all_ros_response,TXNRD2
all_ros_response,CAT
all_ros_response,PRNP
all_ros_response,MGST1
all_ros_response,SOD1
all_ros_response,NQO1
all_ros_response,JUNB
all_ros_response,PRDX4
all_ros_response,PFKP
all_ros_response,PRDX6
all_ros_response,CDKN2D
all_ros_response,LSP1
all_ros_response,SCAF4
all_ros_response,TXN
all_ros_response,MPO
all_ros_response,GCLM
all_ros_response,TXNRD1
all_ros_response,OXSR1
all_ros_response,ABCC1
all_ros_response,EGLN2
all_ros_response,MBP
all_ros_response,STK25
all_ros_response,GLRX2
all_ros_response,HHEX
all_ros_response,SOD2
all_ros_response,FTL
all_ros_response,ATOX1
all_ros_response,G6PD
all_ros_response,HMOX2
all_ros_response,NDUFA6
all_ros_response,PRDX1
all_n-glycan_synthesis,ALG8
all_n-glycan_synthesis,MAN1B1
all_n-glycan_synthesis,MOGS
all_n-glycan_synthesis,ALG12
all_n-glycan_synthesis,MAN1A1
all_n-glycan_synthesis,DAD1
all_n-glycan_synthesis,MGAT3
all_n-glycan_synthesis,MGAT5
all_n-glycan_synthesis,UGDH
all_n-glycan_synthesis,MAN1C1
all_n-glycan_synthesis,ALG10
all_n-glycan_synthesis,ALG6
all_n-glycan_synthesis,MGAT4B
all_n-glycan_synthesis,ALG2
all_n-glycan_synthesis,B4GALT2
all_n-glycan_synthesis,MAN2A2
all_n-glycan_synthesis,ALG5
all_n-glycan_synthesis,DDOST
all_n-glycan_synthesis,DPM1
all_n-glycan_synthesis,MGAT2
all_n-glycan_synthesis,B4GALT1
all_n-glycan_synthesis,RPN2
all_n-glycan_synthesis,DPM3
all_n-glycan_synthesis,DPAGT1
all_n-glycan_synthesis,MAN1A2
all_n-glycan_synthesis,DPM2
all_n-glycan_synthesis,MAN2A1
all_n-glycan_synthesis,TUSC3
all_n-glycan_synthesis,MGAT1
all_n-glycan_synthesis,FUT8
all_n-glycan_synthesis,ALG3
all_n-glycan_synthesis,B4GALT3
all_n-glycan_synthesis,ALG1
all_n-glycan_synthesis,DOLPP1
all_n-glycan_synthesis,MGAT4A
all_n-glycan_synthesis,ST6GAL1
all_n-glycan_synthesis,B4GALT5
all_n-glycan_synthesis,RPN1
Mac_LPS_response,EFCAB1
Mac_LPS_response,C8G
Mac_LPS_response,TMEM140
Mac_LPS_response,OGFOD2
Mac_LPS_response,MRPL18
Mac_LPS_response,RHEBL1
Mac_LPS_response,ZNF124
Mac_LPS_response,MBLAC2
Mac_LPS_response,HASPIN
Mac_LPS_response,FANCF
Mac_LPS_response,CPT1A
Mac_LPS_response,CPXM2
Mac_LPS_response,EFNB1
Mac_LPS_response,TMED6
Mac_LPS_response,SBSN
Mac_LPS_response,ZRANB2
Mac_LPS_response,ATMIN
Mac_LPS_response,BVES
Mac_LPS_response,MEGF11
Mac_LPS_response,KCNC3
Mac_LPS_response,GALR2
Mac_LPS_response,TMX2
Mac_LPS_response,SLC1A6
Mac_LPS_response,INPP5B
Mac_LPS_response,C12orf49
Mac_LPS_response,FGF9
Mac_LPS_response,LRRC45
Mac_LPS_response,E2F2
Mac_LPS_response,CERK
Mac_LPS_response,TCEAL8
Mac_LPS_response,NEK9
Mac_LPS_response,TTC14
Mac_LPS_response,ACP6
Mac_LPS_response,CDC14B
Mac_LPS_response,ZNF623
Mac_LPS_response,TUSC1
Mac_LPS_response,ABCD4
Mac_LPS_response,HAGH
Mac_LPS_response,PLCB2
Mac_LPS_response,ZNF322
Mac_LPS_response,THYN1
Mac_LPS_response,TMED4
Mac_LPS_response,TXNIP
Mac_LPS_response,PCED1B
Mac_LPS_response,AP5S1
Mac_LPS_response,ERH
Mac_LPS_response,PLEKHG3
Mac_LPS_response,DOCK7
Mac_LPS_response,PGLS
Mac_LPS_response,AIMP2
Mac_LPS_response,LEFTY2
Mac_LPS_response,PITHD1
Mac_LPS_response,LEPROTL1
Mac_LPS_response,SPC24
Mac_LPS_response,MIXL1
Mac_LPS_response,HSPD1
Mac_LPS_response,GDI1
Mac_LPS_response,ZFP90
Mac_LPS_response,ZDBF2
Mac_LPS_response,OBI1
Mac_LPS_response,TOR4A
Mac_LPS_response,KIAA0513
Mac_LPS_response,ATP4B
Mac_LPS_response,TRIM65
Mac_LPS_response,BBS2
Mac_LPS_response,PRMT7
Mac_LPS_response,WDR75
Mac_LPS_response,SLC16A2
Mac_LPS_response,ZNF770
Mac_LPS_response,MMD
Mac_LPS_response,ERI2
Mac_LPS_response,ORC2
Mac_LPS_response,YBX1
Mac_LPS_response,USP30
all_DNA-methylation,DNMT3B
all_DNA-methylation,DNMT3A
all_DNA-methylation,TRDMT1
all_DNA-methylation,DNMT1
all_DNA-methylation,DNMT3L
all_urea-cycle,AQP9
all_urea-cycle,NOS3
all_urea-cycle,ACY1
all_urea-cycle,SLC14A2
all_urea-cycle,OTC
all_urea-cycle,AOC1
all_urea-cycle,GATM
all_urea-cycle,ASS1
all_urea-cycle,ASL
all_urea-cycle,CPS1
all_urea-cycle,SLC14A1
all_urea-cycle,NOS1
all_urea-cycle,ARG1
all_urea-cycle,ARG2
all_type-I-ifn-response,LY6E
all_type-I-ifn-response,TREX1
all_type-I-ifn-response,DDX58
all_type-I-ifn-response,IFI44L
all_type-I-ifn-response,MCOLN2
all_type-I-ifn-response,RTP4
all_type-I-ifn-response,NAMPT
all_type-I-ifn-response,ISG15
all_type-I-ifn-response,IRF1
all_type-I-ifn-response,IFI6
all_type-I-ifn-response,TENT5C
all_type-I-ifn-response,IFIH1
all_type-I-ifn-response,MX1
all_type-I-ifn-response,OASL
all_type-I-ifn-response,IFITM3
all_type-I-ifn-response,IFITM2
all_type-I-ifn-response,ADAR
mast_granule-exocytosis,VAMP8
mast_granule-exocytosis,SNAP23
mast_granule-exocytosis,LYN
mast_granule-exocytosis,PLA2G3
mast_granule-exocytosis,BTK
mast_granule-exocytosis,VAMP7
mast_granule-exocytosis,SNX4
all_glycogenesis,GSK3A
all_glycogenesis,GBE1
all_glycogenesis,GYS1
all_glycogenesis,PGM2
all_glycogenesis,GSK3B
all_glycogenesis,GYS2
all_glycogenesis,UGP2
all_glycogenesis,PGM1
all_polyamines_metabolism,ODC1
all_polyamines_metabolism,AGMAT
all_polyamines_metabolism,MAOB
all_polyamines_metabolism,SRM
all_polyamines_metabolism,SMOX
all_polyamines_metabolism,MAOA
all_polyamines_metabolism,SAT2
all_polyamines_metabolism,AMD1
all_polyamines_metabolism,SMS
all_polyamines_metabolism,AZIN2
all_fructose-mannose_metabolism,GMDS
all_fructose-mannose_metabolism,SLC5A10
all_fructose-mannose_metabolism,KHK
all_fructose-mannose_metabolism,FPGT
all_fructose-mannose_metabolism,MPI
all_fructose-mannose_metabolism,SLC2A7
all_fructose-mannose_metabolism,GMPPA
all_fructose-mannose_metabolism,FCSK
all_fructose-mannose_metabolism,SLC5A9
all_fructose-mannose_metabolism,SLC2A5
all_fructose-mannose_metabolism,SORD
all_fructose-mannose_metabolism,PMM2
all_fructose-mannose_metabolism,PMM1
all_fructose-mannose_metabolism,MGAM
all_fructose-mannose_metabolism,GMPPB
all_fructose-mannose_metabolism,TSTA3
Mac_IL4-IL13_response,ARG1
Mac_IL4-IL13_response,PPARG
Mac_IL4-IL13_response,SOCS2
Mac_IL4-IL13_response,RNASE2
Mac_IL4-IL13_response,IL4R
Mac_IL4-IL13_response,MRC1
Mac_IL4-IL13_response,PPARD
Mac_IL4-IL13_response,IL13RA1
Mac_IL4-IL13_response,CLEC10A
Mac_IL4-IL13_response,CLEC7A
Mac_IL4-IL13_response,NR2F6
Mac_IL4-IL13_response,CCL8
Mac_IL4-IL13_response,CDH1
Mac_IL4-IL13_response,IRF4
Mac_IL4-IL13_response,CCL22
Mac_IL4-IL13_response,CCL24
Mac_IL4-IL13_response,PDCD1LG2
Mac_IL4-IL13_response,CCL17
all_thiamin_metabolism,SLC19A2
all_thiamin_metabolism,THTPA
all_thiamin_metabolism,SLC19A1
all_thiamin_metabolism,SLC19A3
all_thiamin_metabolism,TPK1
mast_mast-cell-granule-effectors,CPA3
mast_mast-cell-granule-effectors,CTSB
mast_mast-cell-granule-effectors,CASP3
mast_mast-cell-granule-effectors,REN
mast_mast-cell-granule-effectors,CTSL
mast_mast-cell-granule-effectors,CMA1
mast_mast-cell-granule-effectors,IL4
mast_mast-cell-granule-effectors,TNF
mast_mast-cell-granule-effectors,CLEC11A
mast_mast-cell-granule-effectors,VEGFA
mast_mast-cell-granule-effectors,IL15
mast_mast-cell-granule-effectors,TH
mast_mast-cell-granule-effectors,PRG2
mast_mast-cell-granule-effectors,CAMP
mast_mast-cell-granule-effectors,SCG3
mast_mast-cell-granule-effectors,MMP9
mast_mast-cell-granule-effectors,CTSD
mast_mast-cell-granule-effectors,ARSA
mast_mast-cell-granule-effectors,TPH1
mast_mast-cell-granule-effectors,GZMB
mast_mast-cell-granule-effectors,IL6
mast_mast-cell-granule-effectors,CHGA
mast_mast-cell-granule-effectors,HEXB
mast_mast-cell-granule-effectors,NGF
mast_mast-cell-granule-effectors,SRGN
mast_mast-cell-granule-effectors,HDC
mast_mast-cell-granule-effectors,CTSE
mast_mast-cell-granule-effectors,FGF2
mast_mast-cell-granule-effectors,CTSC
mast_mast-cell-granule-effectors,ADAMTS5
mast_mast-cell-granule-effectors,TGFB1
mast_mast-cell-granule-effectors,GUSB
mast_mast-cell-granule-effectors,TPH2
mast_mast-cell-granule-effectors,IL5
mast_mast-cell-granule-effectors,HPSE
B_effector-2_UP,IL2
B_effector-2_UP,IL13
B_effector-2_UP,IL4
B_effector-2_UP,CSF2
B_effector-2_UP,IL6
B_effector-2_UP,IL10
all_PI3K-AKT-mTOR_signaling,ACACA
all_PI3K-AKT-mTOR_signaling,ACTR2
all_PI3K-AKT-mTOR_signaling,AL662899.2
all_PI3K-AKT-mTOR_signaling,CDK1
all_PI3K-AKT-mTOR_signaling,RIT1
all_PI3K-AKT-mTOR_signaling,ECSIT
all_PI3K-AKT-mTOR_signaling,CALR
all_PI3K-AKT-mTOR_signaling,IL4
all_PI3K-AKT-mTOR_signaling,RPTOR
all_PI3K-AKT-mTOR_signaling,ARF1
all_PI3K-AKT-mTOR_signaling,PIK3R3
all_PI3K-AKT-mTOR_signaling,PAK4
all_PI3K-AKT-mTOR_signaling,SLC2A1
all_PI3K-AKT-mTOR_signaling,EIF4E
all_PI3K-AKT-mTOR_signaling,THEM4
all_PI3K-AKT-mTOR_signaling,TRAF2
all_PI3K-AKT-mTOR_signaling,MAP2K6
all_PI3K-AKT-mTOR_signaling,CXCR4
all_PI3K-AKT-mTOR_signaling,FGF22
all_PI3K-AKT-mTOR_signaling,IRAK4
all_PI3K-AKT-mTOR_signaling,MAPK9
all_PI3K-AKT-mTOR_signaling,ARPC3
all_PI3K-AKT-mTOR_signaling,DDIT3
all_PI3K-AKT-mTOR_signaling,RAF1
all_PI3K-AKT-mTOR_signaling,TIAM1
all_PI3K-AKT-mTOR_signaling,RIPK1
all_PI3K-AKT-mTOR_signaling,PPP1CA
